2,37
4,315
2,24
2,440
5,235
4,443
1,27
5,774
1,118
5,149
1,240
1,89
3,214
5,34
1,1
2,221
3,208
1,793
2,222
5,727
3,612
3,911
3,931
1,976
4,497
